Meter_id,Meter Detection,Average_volume,Category,Std of volume,Monthly changing rate,Cust_type,Max_volume,Meter_size,Min_volume,Estimated water_loss
8.70E+17,1,6.49,,3.36,-0.32,RESIDENTIAL,15.56,1,1.57,
8.70E+17,1,0.51,,0.17,0,RESIDENTIAL,0.75,2,0.36,
8.71E+17,1,4.94,,1.71,-0.13,RESIDENTIAL,9.35,0.63,2.36,
8.71E+17,1,5.29,,4.53,0.31,RESIDENTIAL,17.74,0.63,0,
8.71E+17,1,3.59,,1.59,0.07,RESIDENTIAL,7.11,0.63,0.36,
8.71E+17,1,13.27,,6.29,0.3,RESIDENTIAL,24.72,0.63,0.36,
8.71E+17,1,3.7,,1.26,-0.05,RESIDENTIAL,6.41,0.63,1.42,
8.71E+17,1,4.28,,0.96,0.14,RESIDENTIAL,5.61,1,0.37,
8.71E+17,1,2.74,,1.5,0.06,RESIDENTIAL,6.15,0.63,0.36,
8.71E+17,1,47.84,,34.01,0.26,MULTI-FAMILY,154.2,1,14.25,
8.71E+17,1,12.66,,5.85,-0.33,RESIDENTIAL,25.02,0.63,3.98,
8.71E+17,1,14.3,,7.24,0.04,RESIDENTIAL,34.05,0.63,2.85,
8.71E+17,1,180.61,,348.12,0,HOSPITAL,1392.46,4,0,
8.71E+17,1,180.61,,348.12,0,BOAT DOCK,1392.46,3,0,
8.71E+17,1,180.61,,348.12,0,COMMERCIAL,1392.46,3,0,
8.71E+17,1,180.61,,348.12,0,MULTI-FAMILY,1392.46,0.75,0,
8.71E+17,1,180.61,,348.12,0,BOAT DOCK,1392.46,6,0,
8.71E+17,1,180.61,,348.12,0,RESIDENTIAL,1392.46,1,0,
8.71E+17,1,180.61,,348.12,0,BOAT DOCK,1392.46,4,0,
8.71E+17,1,180.61,,348.12,0,COMMERCIAL,1392.46,4,0,
8.71E+17,1,4.48,,1.87,-0.02,MULTI-FAMILY,8.83,0.63,0.39,
8.71E+17,1,15.24,,6.97,0.27,MULTI-FAMILY,33.07,0.63,0,
8.71E+17,1,230.69,,156.37,-0.38,CITY,538.24,2,0,
8.71E+17,1,4.37,,2.35,-0.01,RESIDENTIAL,9.67,0.63,0,
8.71E+17,1,8.35,,3.38,-0.16,COMMERCIAL,16.03,1,3.67,
8.71E+17,1,5.27,,1.97,-0.3,RESIDENTIAL,8.01,0.63,2.81,
8.71E+17,1,4.09,,2.52,0.02,RESIDENTIAL,12.08,1,0,
8.72E+17,1,42.64,,21.14,-1.06,RESIDENTIAL,90.87,0.63,3.31,
8.72E+17,1,7.14,,2.37,-0.1,RESIDENTIAL,13.54,0.63,2.45,
8.72E+17,1,14.34,,10.15,-1.33,RESIDENTIAL,47.38,1,0,
8.72E+17,1,7.23,,3.39,-0.14,RESIDENTIAL,14.48,0.63,0,
8.72E+17,1,17.15,,4.83,-0.05,RESIDENTIAL,24.94,1,5.34,
8.72E+17,1,21.48,,3.13,-0.18,RESIDENTIAL,28.26,2,16.83,
8.72E+17,1,11.78,,2.68,0.15,RESIDENTIAL,19.24,1,6.01,
8.72E+17,1,24.02,,11.08,-0.23,RESIDENTIAL,44.88,1,5.51,
8.72E+17,1,120.31,,126.92,0.01,MULTI-FAMILY,705.51,3,0,
8.72E+17,1,120.31,,126.92,0.01,COMMERCIAL,705.51,4,0,
8.72E+17,1,120.31,,126.92,0.01,MULTI-FAMILY,705.51,1,0,
8.72E+17,1,120.31,,126.92,0.01,COMMERCIAL,705.51,3,0,
8.72E+17,1,120.31,,126.92,0.01,BOAT DOCK,705.51,3,0,
8.72E+17,1,120.31,,126.92,0.01,BOAT DOCK,705.51,4,0,
8.72E+17,1,120.31,,126.92,0.01,MULTI-FAMILY,705.51,0.75,0,
8.72E+17,1,120.31,,126.92,0.01,MULTI-FAMILY,705.51,4,0,
8.72E+17,1,4.35,,1.02,-0.03,RESIDENTIAL,7.36,0.63,2.58,
8.72E+17,1,2.8,,6.01,0,CONSOLIDATED,24.89,1,0,
8.72E+17,1,8.79,,0.91,-0.28,RESIDENTIAL,10.81,1,6.94,
8.72E+17,1,3.81,,3.05,-0.02,MULTI-FAMILY,14.73,0.63,0,
8.73E+17,1,5.62,,1.94,-0.03,MULTI-FAMILY,13.93,0.63,1.4,
8.73E+17,1,11.18,,4.15,-0.03,RESIDENTIAL,20.3,0.63,3.68,
8.73E+17,1,12.6,,28.01,0.13,MULTI-FAMILY,134.65,0.63,0,
8.73E+17,1,9.23,,3.51,0.06,MULTI-FAMILY,19.13,0.63,4.49,
8.73E+17,1,7.74,,2.84,-0.14,RESIDENTIAL,15.51,0.63,0,
8.73E+17,1,12.88,,3.34,-0.31,RESIDENTIAL,17.49,0.63,7.75,
8.73E+17,1,9.07,,3.18,0.09,RESIDENTIAL,15.08,0.63,2.49,
8.73E+17,1,352.8,,304.56,-0.29,BOAT DOCK,1684.52,3,0.65,
8.73E+17,1,352.8,,304.56,-0.29,COMMERCIAL,1684.52,3,0.65,
8.73E+17,1,352.8,,304.56,-0.29,BOAT DOCK,1684.52,4,0.65,
8.73E+17,1,352.8,,304.56,-0.29,COMMERCIAL,1684.52,4,0.65,
8.73E+17,1,2.92,,4.44,-0.54,RESIDENTIAL,14.03,0.63,0,
8.73E+17,1,15.74,,8.84,0.02,RESIDENTIAL,48.75,0.63,5.34,
8.73E+17,1,2.93,,2.6,0.08,RESIDENTIAL,9.2,1,0,
8.73E+17,1,3.69,,1.9,0.07,MULTI-FAMILY,11.41,0.63,0.37,
8.73E+17,1,1.28,,1.45,0.19,RESIDENTIAL,4.05,1,0,
8.74E+17,1,7.78,,0.81,-0.04,RESIDENTIAL,9.77,0.63,6.25,
8.74E+17,1,1.87,,2.38,0,RESIDENTIAL,6.55,0.63,0,
8.74E+17,1,7.86,,1.09,0.33,MULTI-FAMILY,8.83,0.63,6.09,
8.74E+17,1,9.74,,1.77,-0.1,MULTI-FAMILY,14.35,1,6.15,
8.74E+17,1,9.06,,1.64,-0.06,MULTI-FAMILY,15.09,0.63,6.36,
8.74E+17,1,2.74,,1.27,0.03,RESIDENTIAL,5.71,0.63,1.1,
8.74E+17,1,359.75,,463.11,-0.42,HOSPITAL,1982.82,4,0,
8.74E+17,1,359.75,,463.11,-0.42,RESIDENTIAL,1982.82,0.75,0,
8.74E+17,1,359.75,,463.11,-0.42,BOAT DOCK,1982.82,4,0,
8.74E+17,1,359.75,,463.11,-0.42,MULTI-FAMILY,1982.82,3,0,
8.74E+17,1,359.75,,463.11,-0.42,COMMERCIAL,1982.82,4,0,
8.74E+17,1,7.07,,1.83,-0.33,MULTI-FAMILY,10.33,0.63,3.21,
8.74E+17,1,0.88,,0.93,-0.09,CITY,4.34,0.63,0,
8.74E+17,1,19.01,,6.95,0.37,RESIDENTIAL,32.21,2,7.34,
8.74E+17,1,5.24,,3.3,0.1,RESIDENTIAL,10.86,1,0,
8.74E+17,1,6.89,,2.51,-0.03,RESIDENTIAL,18.17,0.63,3.26,
8.74E+17,1,21.01,,6.12,-0.23,RESIDENTIAL,34.44,0.63,6.52,
8.74E+17,1,14.37,,3.51,0,RESIDENTIAL,19.91,0.63,6.62,
8.74E+17,1,4.09,,4.4,0.01,RESIDENTIAL,15.93,0.63,0,
8.75E+17,1,10.05,,2.25,-0.13,RESIDENTIAL,15.34,0.63,6.36,
8.75E+17,1,7.81,,1.24,0.01,RESIDENTIAL,9.77,0.63,4.72,
8.75E+17,1,23.6,,30.38,0,POOL,117.19,1.5,0.4,
8.75E+17,1,6.48,,2.61,0.11,RESIDENTIAL,10.3,0.63,0,
8.75E+17,1,7.29,,2.19,-0.06,RESIDENTIAL,12.77,1,3.61,
8.75E+17,1,26.71,,19.47,-1.8,CITY,57.48,2,3.62,
8.75E+17,1,147.12,,169.11,0,BOAT DOCK,1117.01,4,0,
8.75E+17,1,147.12,,169.11,0,MULTI-FAMILY,1117.01,0.75,0,
8.75E+17,1,147.12,,169.11,0,BOAT DOCK,1117.01,3,0,
8.75E+17,1,147.12,,169.11,0,COMMERCIAL,1117.01,3,0,
8.75E+17,1,147.12,,169.11,0,RESIDENTIAL,1117.01,0.75,0,
8.75E+17,1,147.12,,169.11,0,MULTI-FAMILY,1117.01,2,0,
8.75E+17,1,16.23,,9.13,-0.59,RESIDENTIAL,42.47,1,4.94,
8.75E+17,1,9.91,,9.74,0.71,RESIDENTIAL,36.17,0.63,0.9,
8.75E+17,1,24.64,,64.62,-0.05,RESIDENTIAL,437.61,0.63,0,
8.75E+17,1,13.83,,4.63,0.03,RESIDENTIAL,25.2,1,4.75,
8.75E+17,1,7.89,,2.14,-0.06,RESIDENTIAL,16.08,0.63,3.39,
8.75E+17,1,7.45,,1.96,-0.04,RESIDENTIAL,13.39,0.63,4.27,
8.75E+17,1,5.36,,0.81,0.03,MULTI-FAMILY,6.99,0.63,3.92,
8.76E+17,1,3.76,,0.79,0.05,RESIDENTIAL,5.61,1,2.42,
8.76E+17,1,13.06,,3.33,0.07,MULTI-FAMILY,26.18,0.63,9.05,
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,COMMERCIAL,0.06,4,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,MULTI-FAMILY,0.06,0.75,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,BOAT DOCK,0.06,6,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,MULTI-FAMILY,0.06,3,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,BOAT DOCK,0.06,3,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,HOSPITAL,0.06,6,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,RESIDENTIAL,0.06,0.75,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,BOAT DOCK,0.06,4,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,COMMERCIAL,0.06,3,-0.16,7020.18
8.76E+17,-1,1.66,Zero Read,0.26,-0.04,COMMERCIAL,0.06,6,-0.16,7020.18
8.76E+17,1,15.11,,4.84,0.43,MULTI-FAMILY,30.17,0.63,1.82,
8.76E+17,-1,,Negative Read,,,,,,,
8.76E+17,1,8.99,,1.83,0.01,MULTI-FAMILY,14.32,0.63,5.96,
8.76E+17,1,7.22,,1.75,-0.02,RESIDENTIAL,9.89,1,2,
8.77E+17,1,9.57,,7.54,0.61,MULTI-FAMILY,36.2,0.63,4.41,
8.77E+17,1,13.28,,3.74,0.25,RESIDENTIAL,22.44,1,7.7,
8.77E+17,-1,1.04,Zero Read,0.15,-0.04,COMMERCIAL,0.02,6,-0.16,3783.56
8.77E+17,-1,1.04,Zero Read,0.15,-0.04,MULTI-FAMILY,0.02,6,-0.16,3783.56
8.77E+17,1,24.63,,5.74,-0.13,RESIDENTIAL,38.15,1,12.88,
8.77E+17,1,5.44,,1.26,0.08,MULTI-FAMILY,7.84,1,3.51,
8.77E+17,1,22.66,,8.73,-0.02,RESIDENTIAL,49.95,0.63,10.3,
8.77E+17,1,47.73,,17.54,0.41,RESIDENTIAL,91.97,0.63,0,
8.77E+17,1,94.11,,42.24,-0.5,COMMERCIAL,204.68,2,33.66,
8.78E+17,1,2.75,,0.94,0,RESIDENTIAL,5.98,0.63,1.78,
8.78E+17,1,74.76,,9.1,0.08,COMMERCIAL,95.38,1.5,62.12,
8.78E+17,1,10.52,,5.25,0.43,RESIDENTIAL,21.71,1,3.35,
8.78E+17,1,7.81,,3.87,0.22,MULTI-FAMILY,22.44,0.63,1.55,
8.78E+17,1,190.41,,247.31,0.05,BOAT DOCK,1446.66,4,1.09,
8.78E+17,1,190.41,,247.31,0.05,MULTI-FAMILY,1446.66,0.75,1.09,
8.78E+17,1,190.41,,247.31,0.05,BOAT DOCK,1446.66,3,1.09,
8.78E+17,1,190.41,,247.31,0.05,COMMERCIAL,1446.66,6,1.09,
8.78E+17,1,2.11,,1.1,-0.21,RESIDENTIAL,7.09,0.63,1.04,
8.78E+17,1,35.01,,25.96,6.96,RESIDENTIAL,73.13,2,4.21,
8.78E+17,1,174.37,,30.78,0.11,COMMERCIAL,239.12,2,108.95,
8.79E+17,1,32.02,,3.56,2.68,RESIDENTIAL,36.68,0.63,28.05,
8.79E+17,1,17.94,,11.42,0.43,RESIDENTIAL,58.82,0.63,7.09,
8.79E+17,1,17.67,,9.34,0.94,RESIDENTIAL,28.53,2,0,
8.79E+17,1,7.99,,1.68,-0.35,RESIDENTIAL,11.02,1,5.4,
8.79E+17,1,25.76,,55.18,0.01,BOAT DOCK,269.86,4,0,
8.79E+17,1,25.76,,55.18,0.01,MULTI-FAMILY,269.86,0.75,0,
8.79E+17,1,25.76,,55.18,0.01,COMMERCIAL,269.86,3,0,
8.79E+17,1,25.76,,55.18,0.01,MULTI-FAMILY,269.86,3,0,
8.79E+17,1,25.76,,55.18,0.01,RESIDENTIAL,269.86,1,0,
8.79E+17,1,25.76,,55.18,0.01,BOAT DOCK,269.86,3,0,
8.79E+17,1,25.76,,55.18,0.01,RESIDENTIAL,269.86,0.75,0,
8.79E+17,1,9.99,,14.41,0.15,RESIDENTIAL,72.03,0.63,0.68,
8.79E+17,1,32.02,,10.28,-0.26,RESIDENTIAL,77.59,1,14.28,
8.79E+17,1,12.48,,2.45,0.18,RESIDENTIAL,17.66,0.63,8.73,
8.79E+17,1,104.4,,18.48,0.61,MULTI-FAMILY,151.83,2,75.93,
8.79E+17,1,9.23,,7.85,-0.53,MULTI-FAMILY,47.38,0.63,1.87,
8.79E+17,1,15.67,,4.06,-0.13,RESIDENTIAL,25.06,1,10.01,
8.79E+17,1,7.74,,1.32,-0.03,RESIDENTIAL,10.67,0.63,6.15,
8.79E+17,1,6.25,,3.64,-0.01,MULTI-FAMILY,28.05,0.63,3.62,
8.79E+17,1,7.01,,5.56,1.73,RESIDENTIAL,12.51,1,0,
8.79E+17,1,4.78,,1.49,-0.06,MULTI-FAMILY,8.33,0.63,1.47,
8.79E+17,1,6.72,,3.2,0.13,MULTI-FAMILY,15.86,0.63,2.24,
8.79E+17,1,2.82,,2.65,-0.03,MULTI-FAMILY,16.83,1,0,
8.79E+17,1,12.76,,3.99,0.19,RESIDENTIAL,22.8,0.63,2.08,
8.80E+17,1,12.52,,5.8,0.25,RESIDENTIAL,22.44,0.63,3.35,
8.80E+17,1,11.08,,4.58,0.1,MULTI-FAMILY,32.26,0.63,5.96,
8.80E+17,1,3.56,,2.12,0.15,RESIDENTIAL,12.31,1,0,
8.80E+17,1,11.79,,3.44,-0.21,RESIDENTIAL,20.99,0.63,5.69,
8.80E+17,1,10.27,,2.48,0.01,RESIDENTIAL,20.63,0.63,7.24,
8.80E+17,1,281.69,,320.4,0,BOAT DOCK,1041.72,4,0,
8.80E+17,1,281.69,,320.4,0,MULTI-FAMILY,1041.72,0.75,0,
8.80E+17,1,281.69,,320.4,0,BOAT DOCK,1041.72,2,0,
8.80E+17,1,281.69,,320.4,0,COMMERCIAL,1041.72,3,0,
8.80E+17,1,281.69,,320.4,0,BOAT DOCK,1041.72,6,0,
8.80E+17,1,281.69,,320.4,0,CONSOLIDATED,1041.72,3,0,
8.80E+17,1,281.69,,320.4,0,MULTI-FAMILY,1041.72,4,0,
8.80E+17,1,281.69,,320.4,0,COMMERCIAL,1041.72,4,0,
8.80E+17,1,11.72,,4.8,-0.08,RESIDENTIAL,20.08,0.63,3.1,
8.80E+17,1,7.93,,2.77,0.15,RESIDENTIAL,11.4,1,0,
8.80E+17,1,7.29,,2.89,0.01,RESIDENTIAL,18.96,0.63,3.92,
8.80E+17,1,3.39,,1.32,0.01,MULTI-FAMILY,7.01,0.63,1.07,
8.80E+17,1,88.4,,11.02,-1.26,MULTI-FAMILY,113.66,2,65.8,
8.80E+17,1,11.29,,7.05,0.62,RESIDENTIAL,30.77,1,4.78,
8.80E+17,1,2.17,,0.5,-0.03,COMMERCIAL,3.26,2,1.45,
8.80E+17,1,11.96,,5.93,0.39,RESIDENTIAL,30.17,1,3.67,
8.81E+17,1,5.21,,0.91,0.14,RESIDENTIAL,6.88,0.63,3.94,
8.81E+17,1,11.84,,5.33,-0.02,RESIDENTIAL,21.69,0.63,0,
8.81E+17,1,10.54,,11.43,-0.27,RESIDENTIAL,53.78,0.63,2.32,
8.81E+17,1,6.94,,5.61,-0.07,RESIDENTIAL,36.47,0.63,0,
8.81E+17,1,399.63,,676.55,-0.29,BOAT DOCK,3218.87,6,0,
8.81E+17,1,399.63,,676.55,-0.29,COMMERCIAL,3218.87,3,0,
8.81E+17,1,399.63,,676.55,-0.29,BOAT DOCK,3218.87,3,0,
8.81E+17,1,399.63,,676.55,-0.29,MULTI-FAMILY,3218.87,1,0,
8.81E+17,1,399.63,,676.55,-0.29,COMMERCIAL,3218.87,4,0,
8.81E+17,1,12.7,,3.01,0.05,RESIDENTIAL,24.94,0.63,8.6,
8.81E+17,1,3.06,,1.21,-0.06,RESIDENTIAL,5.7,0.63,1.07,
8.81E+17,1,31.95,,9.21,-0.07,RESIDENTIAL,51.1,1,14.96,
8.81E+17,1,2.61,,3.96,0.02,RESIDENTIAL,25.7,0.63,0,
8.81E+17,1,11.94,,1.81,-1.6,RESIDENTIAL,14.43,0.63,10.17,
8.81E+17,1,14.17,,3.51,-0.14,RESIDENTIAL,26.7,0.63,7.21,
8.81E+17,1,9.4,,2.17,-0.05,RESIDENTIAL,15.82,1,3.62,
8.81E+17,1,26.74,,94.21,0.51,RESIDENTIAL,628.36,1.5,0,
8.81E+17,1,15.92,,6.58,-0.02,RESIDENTIAL,28.63,0.63,0,
8.81E+17,1,11.81,,5.6,-0.17,MULTI-FAMILY,23.18,0.63,0,
8.81E+17,1,4.35,,2.84,0.11,RESIDENTIAL,13.93,0.63,0,
8.81E+17,1,3.48,,1.01,-0.01,RESIDENTIAL,6.62,0.63,1.47,
8.82E+17,1,4.06,,2.38,0.1,RESIDENTIAL,10.27,0.63,0.33,
8.82E+17,1,9.84,,4.03,0.25,COMMERCIAL,18.33,1,0,
8.82E+17,1,23.12,,15.69,-0.26,MULTI-FAMILY,75.59,0.63,7.12,
8.82E+17,1,15.19,,9.28,0.77,RESIDENTIAL,35.32,0.63,1.8,
8.82E+17,1,9.19,,3.31,0.2,RESIDENTIAL,14.85,1,4.49,
8.82E+17,1,17.83,,4.76,0.07,RESIDENTIAL,28.96,0.63,6.12,
8.82E+17,1,16.19,,4.4,0.03,RESIDENTIAL,24.09,1,4.41,
8.82E+17,1,197.99,,197.15,-0.01,COMMERCIAL,790.69,3,6.58,
8.82E+17,1,197.99,,197.15,-0.01,MULTI-FAMILY,790.69,3,6.58,
8.82E+17,1,197.99,,197.15,-0.01,BOAT DOCK,790.69,3,6.58,
8.82E+17,1,197.99,,197.15,-0.01,BOAT DOCK,790.69,1.5,6.58,
8.82E+17,1,197.99,,197.15,-0.01,BOAT DOCK,790.69,4,6.58,
8.82E+17,1,197.99,,197.15,-0.01,MULTI-FAMILY,790.69,1,6.58,
8.82E+17,1,197.99,,197.15,-0.01,HOSPITAL,790.69,3,6.58,
8.82E+17,1,5.29,,3.05,0.23,RESIDENTIAL,17.95,0.63,0.43,
8.82E+17,1,13.86,,3.43,0.01,RESIDENTIAL,19.18,0.63,6.94,
8.82E+17,1,18.1,,7.59,-0.52,RESIDENTIAL,31.27,0.63,5.4,
8.82E+17,1,23.15,,8.25,-0.43,RESIDENTIAL,39.85,1,8.69,
8.82E+17,1,16.5,,4.8,-0.15,RESIDENTIAL,27.59,0.63,7.34,
8.82E+17,1,28.61,,21.65,0.14,RESIDENTIAL,145.12,1.5,0,
8.83E+17,1,14.82,,4.42,-0.22,RESIDENTIAL,26.31,1,7.9,
8.83E+17,1,6.45,,1.1,-0.08,MULTI-FAMILY,9.13,0.63,4.64,
8.83E+17,1,5.19,,8.05,0.03,COMMERCIAL,29.55,0.63,0,
8.83E+17,1,5.26,,3.13,0.2,RESIDENTIAL,10.9,1,0,
8.83E+17,1,11.24,,2.59,-0.02,RESIDENTIAL,16.74,0.63,6.62,
8.83E+17,1,2.18,,1.25,-0.18,RESIDENTIAL,8.69,0.63,0.39,
8.83E+17,1,5.83,,7.48,-1.16,MULTI-FAMILY,42.9,1,0,
8.83E+17,1,390.85,,515.17,-0.06,BOAT DOCK,2284.42,3,0,
8.83E+17,1,390.85,,515.17,-0.06,COMMERCIAL,2284.42,3,0,
8.83E+17,1,390.85,,515.17,-0.06,BOAT DOCK,2284.42,4,0,
8.83E+17,1,390.85,,515.17,-0.06,BOAT DOCK,2284.42,6,0,
8.83E+17,1,390.85,,515.17,-0.06,COMMERCIAL,2284.42,4,0,
8.83E+17,1,390.85,,515.17,-0.06,RESIDENTIAL,2284.42,1,0,
8.83E+17,1,390.85,,515.17,-0.06,MULTI-FAMILY,2284.42,3,0,
8.83E+17,1,390.85,,515.17,-0.06,CITY,2284.42,3,0,
8.83E+17,1,3.22,,2.4,0.11,MULTI-FAMILY,14.43,0.63,0,
8.83E+17,1,2.07,,0.86,0.03,MULTI-FAMILY,4.56,0.63,0.71,
8.83E+17,1,10.29,,2.36,0.06,RESIDENTIAL,17.02,0.63,6.47,
8.83E+17,1,6.57,,2.49,-0.01,RESIDENTIAL,11.4,0.63,0,
8.83E+17,1,11.21,,9.45,-1.36,RESIDENTIAL,53.01,1,0,
8.83E+17,1,18.98,,6.01,-0.32,RESIDENTIAL,33.85,0.63,8.16,
8.83E+17,1,3.12,,1.06,-0.09,MULTI-FAMILY,6.73,1,1.4,
8.83E+17,1,9.84,,2.15,0.12,RESIDENTIAL,13.06,0.63,4.39,
8.83E+17,1,29.27,,12.1,-0.14,RESIDENTIAL,51.87,0.63,9.14,
8.84E+17,1,21.37,,8.86,-0.4,MULTI-FAMILY,41.99,0.63,9.2,
8.84E+17,1,7.53,,1.19,0.01,RESIDENTIAL,9.93,0.63,3.56,
8.84E+17,1,2.81,,2.27,-0.02,MULTI-FAMILY,14.7,0.63,0,
8.84E+17,1,63.23,,13.13,-0.07,MULTI-FAMILY,85.35,1.5,32.46,
8.84E+17,1,11.12,,4.8,-0.07,RESIDENTIAL,30.43,0.63,0,
8.84E+17,1,15.03,,31.02,-10.65,RESIDENTIAL,112.21,2,0.77,
8.84E+17,1,168.78,,264.2,0.01,COMMERCIAL,1087.52,3,0,
8.84E+17,1,168.78,,264.2,0.01,HOTEL,1087.52,4,0,
8.84E+17,1,168.78,,264.2,0.01,RESIDENTIAL,1087.52,0.75,0,
8.84E+17,1,168.78,,264.2,0.01,BOAT DOCK,1087.52,3,0,
8.84E+17,1,168.78,,264.2,0.01,RESIDENTIAL,1087.52,1,0,
8.84E+17,1,168.78,,264.2,0.01,MULTI-FAMILY,1087.52,0.75,0,
8.84E+17,1,168.78,,264.2,0.01,BOAT DOCK,1087.52,4,0,
8.84E+17,1,168.78,,264.2,0.01,MULTI-FAMILY,1087.52,3,0,
8.84E+17,1,11.03,,3.49,0.08,RESIDENTIAL,19.64,0.63,5.24,
8.84E+17,1,19.9,,5.71,-0.16,RESIDENTIAL,30.99,0.63,11.04,
8.84E+17,1,8.83,,4.62,0.12,RESIDENTIAL,23.56,1,1.81,
8.84E+17,1,6.83,,11.24,0.14,RESIDENTIAL,53.25,0.63,0.68,
8.84E+17,1,56.73,,9.19,-1.13,COMMERCIAL,75.87,0.63,37.53,
8.84E+17,1,6.29,,2.61,0.32,RESIDENTIAL,13.93,0.63,0,
8.84E+17,1,14.27,,2.14,-0.02,MULTI-FAMILY,20.27,1,10.3,
8.85E+17,1,21.05,,7.51,-0.03,RESIDENTIAL,39.82,1,10.82,
8.85E+17,1,4.98,,1.98,0.06,RESIDENTIAL,11.04,0.63,1.16,
8.85E+17,1,3.06,,4.13,0.02,MULTI-FAMILY,20.97,0.63,0,
8.85E+17,-1,0.99,Zero Read,0.1,-0.04,HOSPITAL,0.01,10,-0.16,2936.4
8.85E+17,-1,0.99,Zero Read,0.1,-0.04,COLLEGE AND UNIVERSITY,0.01,6,-0.16,2936.4
8.85E+17,1,6.34,,1.2,0.01,RESIDENTIAL,9.57,0.63,3.26,
8.85E+17,-1,0.35,,-0.04,-0.04,SPRINKLER,-0.03,2,0.51,186.25
8.85E+17,1,10.44,,17.98,-2.97,RESIDENTIAL,69.61,1.5,0,
8.85E+17,1,3.83,,1.69,-0.01,RESIDENTIAL,7.71,1,1.45,
8.85E+17,1,19.27,,9.01,-0.04,RESIDENTIAL,46.06,1,6.69,
8.86E+17,1,14.02,,21.74,-0.05,RESIDENTIAL,145.87,0.63,0.95,
8.86E+17,1,6.34,,3.27,-0.11,MULTI-FAMILY,22.44,0.63,0,
8.86E+17,1,1.55,,1.23,-0.01,COMMERCIAL,7.21,0.63,0.72,
8.86E+17,1,8.87,,1.97,0,RESIDENTIAL,18.19,0.63,6.66,
8.86E+17,1,5.73,,1.24,0.07,MULTI-FAMILY,12.31,1,4.26,
8.86E+17,1,15.77,,6.41,-0.29,COMMERCIAL,32.54,0.63,4.3,
8.86E+17,1,195.87,,173.09,0.01,MULTI-FAMILY,757.03,3,0,
8.86E+17,1,195.87,,173.09,0.01,BOAT DOCK,757.03,3,0,
8.86E+17,1,195.87,,173.09,0.01,BOAT DOCK,757.03,4,0,
8.86E+17,1,195.87,,173.09,0.01,COMMERCIAL,757.03,3,0,
8.86E+17,1,195.87,,173.09,0.01,MULTI-FAMILY,757.03,0.75,0,
8.86E+17,1,4.57,,1.72,0.06,MULTI-FAMILY,7.48,0.63,1.78,
8.86E+17,1,3.28,,1.5,-0.05,RESIDENTIAL,7.96,0.63,1.47,
8.86E+17,1,10.47,,5.44,0.27,RESIDENTIAL,24.79,0.63,2.86,
8.86E+17,1,3.67,,1.4,-0.03,MULTI-FAMILY,8.9,0.63,1.5,
8.86E+17,1,0.55,,1.74,0,CITY,7.84,1,0,
8.86E+17,1,9.59,,4.55,0.25,MULTI-FAMILY,20.6,0.63,0,
8.86E+17,1,18.31,,3.5,-0.16,RESIDENTIAL,27.51,1,10.5,
8.86E+17,1,8.88,,3.36,-0.44,RESIDENTIAL,25.84,1,4.34,
8.87E+17,1,29.87,,8.96,-0.32,RESIDENTIAL,51.87,1,14.96,
8.87E+17,1,23.92,,7.43,-0.24,RESIDENTIAL,41.58,0.63,9.57,
8.87E+17,1,2.27,,1.27,-0.07,RESIDENTIAL,5.61,1,0.72,
8.87E+17,1,88.82,,21.39,-0.16,MULTI-FAMILY,197.49,2,61.71,
8.87E+17,1,4.17,,0.91,0.01,MULTI-FAMILY,7.11,0.63,2.49,
8.87E+17,1,12.97,,3.16,0.04,MULTI-FAMILY,23.99,0.63,8.69,
8.87E+17,1,0.69,,0.81,-0.04,COMMERCIAL,3.94,0.63,0,
8.87E+17,1,19.26,,4.56,0.12,RESIDENTIAL,28.23,0.63,9.14,
8.87E+17,1,9.65,,3.46,0.04,MULTI-FAMILY,17.41,0.63,4.49,
8.87E+17,1,2.09,,1.34,0,RESIDENTIAL,8.33,0.63,0.71,
8.87E+17,1,1.02,,0.93,0.06,RESIDENTIAL,3.21,0.63,0,
8.87E+17,1,23.81,,6.87,-0.07,RESIDENTIAL,35.11,1,8.91,
8.87E+17,1,13.62,,3.23,-0.08,RESIDENTIAL,18.82,1,6.6,
8.87E+17,1,305.48,,278.36,-0.06,COMMERCIAL,2692.26,4,0.01,
8.87E+17,1,305.48,,278.36,-0.06,MULTI-FAMILY,2692.26,0.75,0.01,
8.87E+17,1,305.48,,278.36,-0.06,BOAT DOCK,2692.26,4,0.01,
8.87E+17,1,305.48,,278.36,-0.06,BOAT DOCK,2692.26,3,0.01,
8.87E+17,1,305.48,,278.36,-0.06,MULTI-FAMILY,2692.26,6,0.01,
8.87E+17,1,305.48,,278.36,-0.06,BOAT DOCK,2692.26,6,0.01,
